id,topic
940,environment
940,green
940,oil
940,sustainability
941,business
941,marketing
941,math
941,physics
944,big problems
944,culture
944,data
944,economics
944,global issues
944,happiness
944,statistics
945,agriculture
945,cities
945,climate change
945,environment
945,global issues
945,Anthropocene
945,global commons
946,brain
946,culture
946,happiness
946,religion
946,society
946,mindfulness
947,goal-setting
947,motivation
947,personal growth
947,self
947,storytelling
947,success
947,psychology
948,biodiversity
948,biology
948,environment
948,life
948,nature
948,photography
948,trees
948,fungi
949,children
949,education
949,technology
949,web
949,global development
949,global issues
950,art
950,design
950,entertainment
950,visualizations
950,india
951,global issues
951,innovation
951,politics
951,state-building
951,Best of the Web
952,TEDx
952,education
952,entertainment
952,music
952,theater
952,performance art
952,performance
954,mission blue
954,oceans
954,science
954,technology
954,Antarctica
955,business
955,education
955,global issues
955,innovation
955,online video
955,science
955,technology
955,web
957,evolution
957,humanity
957,personal growth
957,science
957,self
958,health
958,humanity
958,medicine
958,meme
958,science
958,society
958,friendship
959,culture
959,history
959,music
959,performance
959,singer
959,technology
959,live music
960,business
960,consumerism
960,design
960,engineering
960,food
960,medicine
960,product design
960,books
961,collaboration
961,innovation
961,novel
961,science
961,technology
962,AIDS
962,Africa
962,community
962,health
962,health care
962,women
962,HIV
963,AIDS
963,Africa
963,activism
963,health
963,personal growth
963,HIV
964,TEDx
964,communication
964,culture
964,design
964,interface design
964,telecom
965,Senses
965,design
965,music
965,nature
965,psychology
965,science
965,sound
966,decision-making
966,design
966,health
966,medicine
966,psychology
966,statistics
966,technology
967,brain
967,mind
967,science
967,technology
968,brain
968,depression
968,global issues
968,mental health
968,peace
968,poverty
968,psychology
968,violence
968,war
968,PTSD
970,TEDx
970,culture
970,global issues
970,health
970,population
970,science
971,environment
971,green
971,nature
971,plastic
971,product design
971,technology
971,manufacturing
971,Anthropocene
971,fungi
972,economics
972,green
972,poverty
972,sustainability
972,global development
973,mission blue
973,oceans
973,science
973,technology
974,Africa
974,TEDx
974,data
974,health
974,inequality
974,statistics
974,global development
975,cancer
975,medicine
975,personal growth
975,storytelling
976,biology
976,collaboration
976,science
976,plants
976,botany
977,TEDx
977,business
977,global issues
977,philanthropy
977,sanitation
977,global development
978,TED Fellows
978,architecture
978,business
978,disaster relief
978,global issues
978,natural disaster
978,technology
980,art
980,collaboration
980,design
980,engineering
980,environment
980,performance art
980,technology
980,Best of the Web
981,Internet
981,comedy
981,gaming
981,humanity
981,humor
981,music
981,play
981,technology
981,web
983,business
983,entrepreneur
983,global issues
983,poverty
983,social change
983,women in business
984,biology
984,food
984,science
984,technology
986,consumerism
986,global issues
986,green
986,mission blue
986,oceans
986,plastic
986,Anthropocene
987,art
987,media
987,news
987,war
988,future
988,garden
988,music
988,performance
988,society
988,live music
991,business
991,design
991,economics
991,industrial design
991,technology
991,india
992,china
992,culture
992,economics
992,global issues
992,government
992,peace
992,politics
992,war
993,environment
993,fish
993,food
993,oceans
993,sustainability
994,TEDx
994,agriculture
994,green
994,insects
994,nature
994,technology
995,art
995,design
995,performance
995,technology
995,animation
996,culture
996,education
996,entertainment
996,gaming
996,technology
997,culture
997,democracy
997,design
997,global issues
997,government
997,politics
997,technology
998,global issues
998,mission blue
998,oceans
998,science
998,submarine
1000,biology
1000,brain
1000,science
1000,neuroscience
1001,entertainment
1001,music
1001,performance
1001,live music
1002,design
1002,education
1002,poverty
1003,Africa
1003,iraq
1003,peace
1003,violence
1003,war
1004,TEDx
1004,culture
1004,history
1004,photography
1004,poverty
1004,indigenous peoples
1005,big problems
1005,business
1005,global issues
1005,inequality
1005,law
1005,work
1006,TED Fellows
1006,complexity
1006,design
1006,science
1006,simplicity
1007,computers
1007,education
1007,math
1007,technology
1007,code
1008,Senses
1008,beauty
1008,brain
1008,culture
1008,design
1008,evolution
1008,society
1009,TEDx
1009,children
1009,education
1009,leadership
1009,motivation
1009,personal growth
1009,sports
1009,storytelling
1010,culture
1010,design
1010,education
1010,green
1011,global issues
1011,law
1011,mission blue
1011,oceans
1011,politics
1011,science
1011,global commons
1012,TEDx
1012,brain
1012,children
1012,health
1012,medicine
1013,drones
1013,global issues
1013,iraq
1013,war
1013,women
1014,TEDx
1014,business
1014,creativity
1014,culture
1014,design
1014,technology
1014,work
1015,TEDx
1015,architecture
1015,cities
1015,creativity
1015,design
1015,green
1015,technology
1016,TEDx
1016,agriculture
1016,business
1016,environment
1016,food
1016,green
1016,health
1016,sustainability
1017,TEDx
1017,culture
1017,global issues
1017,politics
1017,war
1018,agriculture
1018,environment
1018,food
1018,health
1018,insects
1019,Africa
1019,TEDx
1019,animals
1019,smell
1019,technology
1019,war
1020,business
1020,cities
1020,culture
1020,entertainment
1020,food
1020,global issues
1020,sustainability
1030,business
1030,feminism
1030,politics
1030,women
1030,women in business
1031,bullying
1031,culture
1031,feminism
1031,global issues
1031,men
1031,women
1031,gender equality
1032,crime
1032,culture
1032,education
1032,global issues
1032,india
1032,social change
1033,culture
1033,economics
1033,education
1033,feminism
1033,global issues
1033,women
1033,gender equality
1034,TEDx
1034,children
1034,culture
1034,education
1036,children
1036,communication
1036,culture
1036,entertainment
1036,sex
1036,web
1037,TEDx
1037,business
1037,cities
1037,collaboration
1037,communication
1037,consumerism
1037,culture
1037,technology
1037,trust
1039,Africa
1039,animals
1039,environment
1039,film
1039,global issues
1039,photography
1040,business
1040,feminism
1040,goal-setting
1040,leadership
1040,technology
1040,women
1040,women in business
1040,gender equality
1041,TEDx
1041,business
1041,cities
1041,community
1041,economics
1041,green
1042,TEDx
1042,communication
1042,culture
1042,depression
1042,fear
1042,mental health
1042,psychology
1042,self
1042,social change
1043,culture
1043,global issues
1043,happiness
1043,philosophy
1043,self
1044,business
1044,culture
1044,entertainment
1044,productivity
1044,sleep
1045,TEDx
1045,culture
1045,global issues
1045,journalism
1045,religion
1046,TEDx
1046,brain
1046,creativity
1046,entertainment
1046,music
1046,science
1046,technology
1047,business
1047,cancer
1047,medicine
1047,science
1047,technology
1048,TEDx
1048,happiness
1048,life
1048,love
1048,personal growth
1048,psychology
1048,writing
1048,books
1049,activism
1049,global issues
1049,humanity
1049,nuclear weapons
1049,peace
1050,anthropology
1050,computers
1050,culture
1050,future
1050,technology
1051,design
1051,entertainment
1051,technology
1051,Anthropocene
1052,communication
1052,global issues
1052,politics
1053,TEDx
1053,bullying
1053,children
1053,education
1053,gaming
1053,psychology
1053,technology
1053,violence
1054,activism
1054,business
1054,culture
1054,economics
1054,science
1054,social change
1055,health care
1055,medicine
1055,music
1055,science
1055,technology
1055,live music
1056,TEDx
1056,business
1056,communication
1056,global issues
1056,green
1056,inequality
1056,plastic
1056,poverty
1056,science
1056,Anthropocene
1057,TEDx
1057,data
1057,health
1057,medicine
1057,science
1057,technology
1057,visualizations
1057,virtual reality
1058,AI
1058,comedy
1058,entertainment
1058,robots
1058,science
1058,technology
1058,humor
1059,Asia
1059,business
1059,china
1059,culture
1059,economics
1059,global issues
1060,business
1060,design
1060,health
1060,medicine
1060,science
1060,technology
1061,art
1061,comedy
1061,culture
1061,feminism
1061,humor
1061,media
1061,peace
1061,women
1062,cancer
1062,community
1062,culture
1062,storytelling
1064,architecture
1064,biology
1064,cities
1064,design
1065,cities
1065,collaboration
1065,computers
1065,curiosity
1065,design
1065,drones
1065,hack
1065,innovation
1065,media
1065,technology
1065,manufacturing
1066,advertising
1066,culture
1066,entertainment
1066,media
1066,social media
1067,TEDx
1067,entertainment
1067,health
1067,journalism
1067,science
1067,sports
1068,culture
1068,global issues
1068,poetry
1068,war
1068,women
1068,performance
1069,TEDx
1069,business
1069,culture
1069,motivation
1069,work
1069,life
1069,work-life balance
1070,AI
1070,body language
1070,business
1070,communication
1070,design
1070,entertainment
1070,robots
1070,technology
1071,community
1071,global issues
1071,health
1071,medicine
1071,science
1071,women
1072,architecture
1072,biomimicry
1072,design
1072,sustainability
1072,science and art
1073,TEDx
1073,entertainment
1073,live music
1073,music
1073,performance
1074,charter for compassion
1074,compassion
1074,faith
1074,religion
1074,science
1075,TEDx
1075,brain
1075,children
1075,language
1075,science
1075,technology
1076,culture
1076,economics
1076,global issues
1076,investment
1076,women in business
1077,business
1077,technology
1078,Foreign Policy
1078,business
1078,iraq
1078,gender equality
1079,business
1079,choice
1079,culture
1079,economics
1080,body language
1080,community
1080,culture
1080,design
1080,medical research
1080,science and art
1080,Surgery
1080,science
1081,anthropology
1081,storytelling
1082,cancer
1082,genetics
1082,medical research
1083,entertainment
1083,live music
1083,performance
1083,music
1084,Egypt
1084,Middle East
1084,global issues
1084,iraq
1084,media
1084,politics
1084,protests
1084,technology
1085,TED Prize
1085,activism
1085,community
1085,photography
1085,art
1086,Egypt
1086,democracy
1086,global issues
1086,politics
1086,protests
1086,social change
1087,aging
1087,education
1087,money
1087,youth
1088,Surgery
1088,health care
1088,invention
1088,medical research
1088,prosthetics
1089,culture
1089,feminism
1089,history
1089,identity
1089,women
1089,writing
1090,culture
1090,education
1090,global issues
1090,online video
1090,teaching
1091,culture
1091,global issues
1091,journalism
1091,politics
1091,technology
1092,brain
1092,children
1092,language
1092,time
1093,TEDx
1093,business
1093,environment
1093,global issues
1093,innovation
1093,nature
1093,sustainability
1093,water
1093,rivers
1094,brain
1094,culture
1094,motivation
1094,society
1094,emotions
1095,dark matter
1095,science
1095,universe
1096,community
1096,compassion
1096,culture
1098,TEDx
1098,architecture
1098,design
1100,entertainment
1100,performance
1100,poetry
1100,storytelling
1100,performance art
1100,spoken word
1101,culture
1101,data
1101,economics
1101,women
1101,electricity
1102,TED Fellows
1102,animals
1102,culture
1102,play
1102,science
1103,TEDx
1103,biology
1103,biomechanics
1103,deextinction
1103,future
1103,genetics
1103,philosophy
1103,science
1103,bioethics
1104,design
1104,disability
1104,science
1104,technology
1104,bionics
1105,TEDx
1105,creativity
1105,entertainment
1105,music
1105,performance
1105,live music
1106,TEDx
1106,culture
1106,global issues
1106,language
1107,Iran
1107,computers
1107,government
1107,nuclear energy
1107,science
1107,technology
1107,war
1108,animals
1108,design
1108,entertainment
1108,theater
1108,performance
1109,business
1109,robots
1109,science
1109,technology
1109,transportation
1109,driverless cars
1110,conducting
1110,entertainment
1110,music
1110,online video
1110,virtual reality
1110,crowdsourcing
1110,collaboration
1110,live music
1111,education
1111,science
1111,technology
1111,toy
1112,culture
1112,global issues
1112,iraq
1112,leadership
1112,peace
1112,war
1113,business
1113,charter for compassion
1113,culture
1114,Brand
1114,business
1114,consumerism
1114,film
1114,humor
1114,comedy
1114,movies
1115,creativity
1115,design
1115,disease
1115,invention
1115,open-source
1115,technology
1116,activism
1116,business
1116,culture
1117,TED Prize
1117,TEDx
1117,entertainment
1117,music
1117,oceans
1117,live music
1118,Internet
1118,big bang
1118,cosmos
1118,history
1118,humanity
1118,universe
1118,visualizations
1119,TEDx
1119,collaboration
1119,community
1119,culture
1119,global issues
1119,politics
1120,TEDx
1120,culture
1120,entertainment
1120,global issues
1120,history
1120,storytelling
1120,war
1121,community
1121,culture
1121,speech
1122,TED Fellows
1122,culture
1122,open-source
1122,technology
1122,manufacturing
1124,business
1124,technology
1124,Surgery
1124,Best of the Web
1125,TEDx
1125,culture
1125,empathy
1125,global issues
1125,iraq
1125,society
1125,sociology
1125,war
1126,culture
1126,failure
1127,design
1127,education
1127,gaming
1127,global issues
1127,government
1127,peace
1127,politics
1127,war
1129,exploration
1129,journalism
1129,science
1129,technology
1129,universe
1129,telescopes
1129,Best of the Web
1130,business
1130,storytelling
1130,transportation
1131,evolution
1131,medicine
1131,philosophy
1131,science
1131,technology
1131,bioethics
1131,marine biology
1132,TEDx
1132,culture
1132,global issues
1132,security
1132,technology
1132,terrorism
1133,DNA
1133,TEDx
1133,alternative energy
1133,biology
1133,evolution
1133,genetics
1133,nature
1133,virus
1133,science
1134,demo
1134,design
1134,entertainment
1134,software
1134,technology
1135,design
1135,education
1135,play
1135,science
1135,technology
1135,toy
1135,Best of the Web
1136,culture
1136,global issues
1136,parenting
1136,terrorism
1136,friendship
1137,cities
1137,design
1137,entertainment
1137,technology
1138,TED Fellows
1138,bacteria
1138,biology
1138,biotech
1138,creativity
1138,design
1138,fashion
1138,materials
1138,technology
1139,String theory
1139,TEDx
1139,astronomy
1139,cosmos
1139,philosophy
1139,physics
1139,science
1139,time
1139,universe
1140,beauty
1140,bees
1140,evolution
1140,film
1140,garden
1140,insects
1140,life
1140,nature
1140,plants
1140,botany
1140,science
1141,animals
1141,biodiversity
1141,creativity
1141,culture
1141,design
1141,entertainment
1141,photography
1141,storytelling
1141,Antarctica
1142,biology
1142,biomimicry
1142,design
1142,green
1142,invention
1142,life
1142,medicine
1142,science
1142,technology
1143,body language
1143,culture
1143,happiness
1143,science
1143,society
1143,emotions
1144,art
1144,design
1144,technology
1145,TEDx
1145,culture
1145,history
1145,physics
1145,science
1145,storytelling
1146,brain
1146,science
1146,technology
1146,neuroscience
1147,architecture
1147,creativity
1147,design
1147,science and art
1147,biomimicry
1148,Senses
1148,brain
1148,health
1148,health care
1148,pain
1148,science
1149,biology
1149,deextinction
1149,exploration
1149,oceans
1149,photography
1149,science
1150,culture
1150,demo
1150,entertainment
1152,collaboration
1152,data
1152,design
1152,technology
1152,visualizations
1152,crowdsourcing
1152,art
1153,Vaccines
1153,disease
1153,global issues
1153,health
1153,science
1154,film
1154,global issues
1154,photography
1154,women
1154,art
1155,Egypt
1155,Islam
1155,TEDx
1155,culture
1155,democracy
1155,religion
1156,TED Fellows
1156,collaboration
1156,creativity
1156,entertainment
1156,live music
1158,Senses
1158,design
1158,sight
1158,technology
1158,transportation
1158,blindness
1159,design
1159,film
1159,happiness
1159,motivation
1159,art
1160,philosophy
1160,physics
1160,science
1160,quantum physics
1161,consumerism
1161,creativity
1161,culture
1161,design
1161,fashion
1162,TEDx
1162,culture
1162,philosophy
1162,technology
1163,dinosaurs
1163,genetics
1163,paleontology
1163,science
1164,art
1164,cities
1164,culture
1164,data
1164,design
1164,technology
1164,visualizations
1165,business
1165,cities
1165,culture
1165,design
1165,global issues
1166,Gender spectrum
1166,TEDx
1166,culture
1166,gender
1167,communication
1167,culture
1167,depression
1167,mental health
1167,storytelling
1167,suicide
1168,TEDx
1168,design
1168,health care
1168,science
1168,technology
1169,art
1169,creativity
1169,design
1169,storytelling
1170,Europe
1170,TEDx
1170,business
1170,culture
1170,economics
1170,play
1170,social change
1171,TED Fellows
1171,art
1171,glacier
1171,global issues
1171,photography
1171,Antarctica
1172,design
1172,entertainment
1172,live music
1172,music
1172,technology
1173,design
1173,entertainment
1173,live music
1173,music
1173,technology
1174,cars
1174,cities
1174,design
1174,mobility
1174,technology
1174,infrastructure
1174,driverless cars
1175,brain
1175,culture
1176,culture
1176,love
1176,storytelling
1176,LGBT
1177,art
1177,astronomy
1177,design
1177,entertainment
1177,physics
1177,sound
1177,technology
1178,brain
1178,depression
1178,entertainment
1178,mental health
1178,performance
1180,computers
1180,history
1180,language
1180,science
1181,TEDx
1181,collaboration
1181,culture
1181,data
1181,health care
1181,science
1181,technology
1182,activism
1182,cities
1182,culture
1182,public spaces
1182,architecture
1183,culture
1183,success
1184,creativity
1184,design
1184,entertainment
1184,food
1184,photography
1184,technology
1184,art
1185,bees
1185,biology
1185,botany
1185,environment
1185,insects
1185,life
1185,science
1185,sex
1185,plants
1186,consciousness
1186,medicine
1186,technology
1186,Best of the Web
1187,TED Fellows
1187,biology
1187,biomimicry
1187,biotech
1187,science
1188,culture
1188,protests
1188,social media
1188,surveillance
1188,encryption
1189,culture
1189,democracy
1189,global issues
1189,politics
1190,business
1190,creativity
1190,culture
1190,society
1191,communication
1191,global issues
1191,journalism
1191,war
1191,women
1192,Internet
1192,TEDx
1192,computers
1192,crime
1192,global issues
1192,technology
1192,virus
1193,culture
1193,entertainment
1193,psychology
1193,self
1193,film
1194,complexity
1194,computers
1194,social change
1194,technology
1195,animals
1195,biomechanics
1195,biomimicry
1195,design
1195,robots
1195,technology
1196,Foreign Policy
1196,Middle East
1196,global issues
1196,military
1196,peace
1196,war
1197,biology
1197,business
1197,cities
1197,complexity
1197,math
1197,science
1197,infrastructure
1198,happiness
1198,philosophy
1198,psychology
1198,science
1199,culture
1199,economics
1199,food
1199,global issues
1199,peace
1199,politics
1199,war
1200,culture
1200,sound
1200,social change
1201,consciousness
1201,culture
1201,self
1201,social change
1201,social media
1201,technology
1202,Internet
1202,cities
1202,invention
1202,technology
1203,biology
1203,communication
1203,culture
1203,evolution
1203,language
1203,science
1204,TED Fellows
1204,health
1204,microbiology
1204,science
1205,activism
1205,brain
1205,cancer
1205,culture
1205,poetry
1205,human body
1206,culture
1206,feminism
1206,gaming
1206,gender
1206,sex
1207,architecture
1207,cities
1207,collaboration
1207,design
1207,energy
1207,environment
1207,green
1207,technology
1207,infrastructure
1208,TEDx
1208,animals
1208,birds
1208,collaboration
1208,global issues
1208,oceans
1208,science
1209,activism
1209,collaboration
1209,global issues
1209,peace
1209,war
1209,nonviolence
1210,TED Fellows
1210,exploration
1210,science
1210,technology
1210,universe
1210,telescopes
1210,Sun
1211,art
1211,design
1211,entertainment
1211,illusion
1211,magic
1211,music
1211,technology
1212,cognitive science
1212,economics
1212,medical research
1212,science
1212,technology
1213,DNA
1213,biology
1213,evolution
1213,science
1214,communication
1214,compassion
1214,entertainment
1214,film
1214,peace
1214,violence
1214,war
1214,nonviolence
1215,TED Fellows
1215,design
1215,technology
1216,Buddhism
1216,compassion
1216,culture
1216,death
1216,global issues
1217,culture
1217,design
1217,history
1217,invention
1217,technology
1218,biology
1218,life
1218,nanoscale
1218,science
1218,marine biology
1219,creativity
1219,design
1219,entertainment
1219,technology
1219,books
1219,storytelling
1220,Asia
1220,culture
1220,democracy
1220,economics
1220,global issues
1220,politics
1220,india
1221,Internet
1221,computers
1221,crime
1221,global issues
1221,technology
1222,art
1222,communication
1222,culture
1222,glacier
1223,DNA
1223,TEDx
1223,biotech
1223,health care
1223,science
1223,technology
1223,bioethics
1224,culture
1224,entertainment
1224,television
1226,business
1226,culture
1226,economics
1226,global issues
1227,Google
1227,TEDx
1227,data
1227,design
1227,library
1227,technology
1227,visualizations
1227,writing
1228,Africa
1228,business
1228,global issues
1228,marketing
1228,philanthropy
1228,HIV
1229,animals
1229,biology
1229,cancer
1229,science
1230,business
1230,creativity
1230,culture
1230,presentation
1231,communication
1231,culture
1231,health
1231,health care
1231,medicine
1231,science
1232,creativity
1232,culture
1232,design
1232,education
1232,work
1233,Africa
1233,democracy
1233,entertainment
1233,film
1233,global issues
1233,politics
1234,data
1234,health care
1234,illness
1234,illusion
1234,medicine
1234,science
1234,pharmaceuticals
1235,creativity
1235,entertainment
1235,sex
1235,theater
1236,Asia
1236,china
1236,economics
1236,global issues
1236,media
1236,politics
1237,TEDx
1237,bacteria
1237,biology
1237,evolution
1237,life
1237,science
1238,consumerism
1238,culture
1238,design
1238,happiness
1238,media
1238,simplicity
1239,business
1239,global issues
1239,green
1239,plastic
1239,technology
1240,collaboration
1240,conducting
1240,culture
1240,entertainment
1240,music
1240,trust
1240,live music
1241,brain
1241,children
1241,culture
1241,education
1241,psychology
1242,TEDx
1242,cities
1242,collaboration
1242,culture
1242,global issues
1242,journalism
1242,social media
1243,Senses
1243,beauty
1243,design
1243,happiness
1243,art
1244,business
1244,history
1244,technology
1244,web
1245,Internet
1245,TEDx
1245,collaboration
1245,open-source
1245,science
1245,technology
1245,crowdsourcing
1245,data
1246,culture
1246,psychology
1246,science
1246,society
1247,TED Fellows
1247,death
1247,design
1247,green
1247,invention
1247,art
1247,fungi
1248,culture
1248,education
1248,global issues
1248,india
1248,invention
1248,women
1248,global development
1249,energy
1249,entrepreneur
1249,environment
1249,science
1249,technology
1249,electricity
1250,TEDx
1250,computers
1250,global issues
1250,politics
1250,security
1250,technology
1250,terrorism
1250,war
1251,Senses
1251,design
1251,engineering
1251,invention
1251,medicine
1251,prosthetics
1251,science
1251,technology
1251,bionics
1252,TED Fellows
1252,art
1252,data
1252,visualizations
1252,weather
1253,culture
1253,data
1253,global issues
1253,inequality
1253,money
1253,social change
1253,visualizations
1255,drones
1255,invention
1255,war
1256,TEDx
1256,business
1256,cancer
1256,medical research
1256,open-source
1256,science
1256,genetics
1256,collaboration
1256,community
1256,DNA
1256,chemistry
1256,crowdsourcing
1256,molecular biology
1257,art
1257,creativity
1257,storytelling
1258,art
1258,data
1258,security
1258,war
1258,web
1258,surveillance
1259,brain
1259,culture
1259,medicine
1259,morality
1259,science
1259,chemistry
1259,neuroscience
1259,behavioral economics
1259,molecular biology
1259,sociology
1259,biology
1259,happiness
1259,empathy
1259,psychology
1259,mind
1259,cognitive science
1260,cars
1260,design
1260,flight
1260,invention
1260,transportation
1261,biology
1261,brain
1261,evolution
1261,science
1261,math
1261,biomechanics
1261,AI
1261,engineering
1261,robots
1261,neuroscience
1261,decision-making
1261,consciousness
1261,cognitive science
1262,entertainment
1262,magic
1262,technology
1263,TEDx
1263,culture
1263,design
1263,language
1263,law
1263,simplicity
1264,biology
1264,chemistry
1264,life
1264,science
1264,molecular biology
1264,AI
1264,evolution
1264,ecology
1264,human origins
1264,innovation
1264,nanoscale
1265,TED Fellows
1265,art
1265,creativity
1265,humor
1265,technology
1266,history
1266,invention
1266,technology
1266,archaeology
1267,brain
1267,disease
1267,science
1267,technology
1267,genetics
1267,neuroscience
1267,molecular biology
1267,biotech
1267,mental health
1267,physiology
1267,medical research
1267,medical imaging
1267,cognitive science
1267,visualizations
1267,DNA
1268,Internet
1268,TEDx
1268,business
1268,future
1268,investment
1268,technology
1269,TEDx
1269,comedy
1269,community
1269,culture
1269,entertainment
1269,humor
1270,design
1270,medical research
1270,science
1270,visualizations
1270,biotech
1270,medical imaging
1270,physiology
1270,science and art
1270,pregnancy
1270,human body
1270,Best of the Web
1271,adventure
1271,design
1271,flight
1271,technology
1272,TEDx
1272,education
1272,entertainment
1272,technology
1272,youth
1272,code
1274,aging
1274,biotech
1274,genetics
1274,medicine
1274,science
1274,technology
1274,molecular biology
1274,synthetic biology
1274,innovation
1274,medical research
1274,DNA
1276,comedy
1276,entertainment
1276,science
1276,time
1276,philosophy
1276,science and art
1276,humor
1278,TEDx
1278,design
1278,education
1278,gaming
1278,play
1279,TEDx
1279,activism
1279,children
1279,community
1279,culture
1279,global issues
1279,war
1279,youth
1280,TEDx
1280,astronomy
1280,dinosaurs
1280,science
1280,technology
1280,space
1280,NASA
1280,asteroid
1281,creativity
1281,design
1281,engineering
1281,robots
1281,technology
1282,creativity
1282,design
1282,entertainment
1282,storytelling
1282,technology
1283,TEDx
1283,biodiversity
1283,biology
1283,compassion
1283,culture
1283,photography
1284,TEDx
1284,cities
1284,collaboration
1284,design
1284,food
1284,garden
1285,TEDx
1285,entertainment
1285,happiness
1285,illness
1285,personal growth
1285,prosthetics
1286,crime
1286,culture
1286,global issues
1286,philosophy
1286,prison
1287,culture
1287,decision-making
1287,failure
1288,global issues
1288,law
1288,politics
1288,prison
1288,war
1288,criminal justice
1288,justice system
1289,children
1289,education
1289,food
1289,science
1289,writing
1289,pregnancy
1289,culture
1289,brain
1289,neuroscience
1289,evolution
1289,mental health
1290,TEDx
1290,biology
1290,dance
1290,entertainment
1290,physics
1290,presentation
1290,science
1290,technology
1290,science and art
1291,beauty
1291,medical research
1291,music
1291,science
1291,technology
1291,disability
1291,Senses
1291,hearing
1291,art
1291,science and art
1291,sound
1292,Africa
1292,TEDx
1292,journalism
1292,media
1292,poverty
1293,TEDx
1293,entertainment
1293,poetry
1293,spoken word
1293,performance
1293,performance art
1293,storytelling
1294,Egypt
1294,TEDx
1294,activism
1294,culture
1294,global issues
1294,politics
1294,protests
1294,nonviolence
1295,Internet
1295,TEDx
1295,collaboration
1295,computers
1295,language
1295,technology
1295,wikipedia
1296,MacArthur grant
1296,biomechanics
1296,biomimicry
1296,science
1296,technology
1296,materials
1296,molecular biology
1296,biotech
1296,engineering
1296,industrial design
1296,nature
1296,insects
1296,web
1296,physics
1297,health care
1297,medical research
1297,medicine
1297,science
1297,technology
1297,biotech
1297,engineering
1297,sound
1297,neuroscience
1297,future
1297,innovation
1297,physics
1297,medical imaging
1298,culture
1298,entertainment
1298,jazz
1298,music
1298,live music
1299,TEDx
1299,design
1299,engineering
1299,industrial design
1299,technology
1300,TEDx
1300,engineering
1300,global issues
1300,global development
1301,TED Fellows
1301,design
1301,global issues
1301,journalism
1301,photography
1301,storytelling
1301,art
1302,cancer
1302,medicine
1302,science
1302,technology
1302,biotech
1302,Nobel Prize
1302,molecular biology
1302,biology
1302,health care
1302,medical research
1302,Surgery
1302,innovation
1303,business
1303,economics
1303,finance
1303,global issues
1303,green
1304,agriculture
1304,business
1304,creativity
1304,culture
1304,food
1305,TEDx
1305,aging
1305,culture
1305,health care
1305,medicine
1305,self
1305,storytelling
1306,TEDx
1306,culture
1306,food
1306,garden
1306,global issues
1306,sustainability
1307,TEDx
1307,economics
1307,global issues
1307,health
1308,brain
1308,consciousness
1308,neuroscience
1308,science
1308,self
1308,mind
1308,medical imaging
1308,cognitive science
1308,decision-making
1308,identity
1308,medical research
1308,Senses
1308,memory
1308,mental health
1309,medical research
1309,medicine
1309,science
1309,sight
1309,technology
1309,prosthetics
1309,Senses
1309,disability
1309,biotech
1309,engineering
1309,innovation
1309,code
1309,neuroscience
1309,Surgery
1309,brain
1310,behavioral economics
1310,business
1310,culture
1310,decision-making
1310,economics
1310,finance
1310,self
1311,TEDx
1311,disability
1311,global issues
1311,poverty
1311,prosthetics
1311,storytelling
1311,war
1311,work
1312,culture
1312,entertainment
1312,health
1312,humor
1312,self
1312,comedy
1313,TEDx
1313,aging
1313,culture
1313,health
1313,women
1313,personality
1314,Europe
1314,Foreign Policy
1314,TEDx
1314,global issues
1314,politics
1314,world cultures
1315,TEDx
1315,statistics
1315,visualizations
1317,TEDx
1317,astronomy
1317,collaboration
1317,medicine
1317,science
1317,technology
1317,medical imaging
1317,space
1317,medical research
1317,visualizations
1318,TEDx
1318,business
1318,culture
1318,economics
1318,storytelling
1320,TEDx
1320,cancer
1320,medicine
1320,pollution
1320,science
1320,youth
1320,chemistry
1320,health
1320,food
1320,code
1321,TEDx
1321,culture
1321,politics
1322,TEDx
1322,biology
1322,science
1322,visualizations
1322,molecular biology
1322,biotech
1322,genetics
1322,science and art
1322,computers
1322,programming
1322,sustainability
1322,DNA
1323,TEDx
1323,activism
1323,music
1323,poetry
1323,women
1323,live music
1323,performance
1324,TEDx
1324,alternative energy
1324,nuclear energy
1324,technology
1325,TEDx
1325,disability
1325,entertainment
1325,global issues
1325,live music
1326,TED Fellows
1326,design
1326,technology
1326,water
1326,global development
1327,atheism
1327,culture
1327,philosophy
1327,religion
1328,Internet
1328,TEDx
1328,crime
1328,data
1328,politics
1328,technology
1328,surveillance
1328,encryption
1329,business
1329,creativity
1329,media
1329,politics
1329,technology
1330,business
1330,choice
1330,culture
1330,decision-making
1330,marketing
1331,TEDx
1331,entertainment
1331,math
1331,music
1331,science
1331,science and art
1331,algorithm
1331,composing
1331,collaboration
1332,TEDx
1332,science
1332,sustainability
1332,technology
1332,green
1332,engineering
1332,alternative energy
1332,energy
1332,biotech
1332,environment
1332,innovation
1332,future
1332,climate change
1332,oceans
1332,ecology
1332,nature
1332,solar energy
1332,plants
1332,synthetic biology
1332,natural resources
1334,TEDx
1334,neuroscience
1334,philosophy
1334,self
1334,TEDYouth
1334,personality
1335,business
1335,design
1335,technology
1335,3D printing
1335,manufacturing
1336,culture
1336,extreme sports
1336,fear
1336,sports
1336,success
1337,TEDx
1337,communication
1337,culture
1337,medicine
1337,public health
1338,TEDx
1338,neuroscience
1338,psychology
1338,science
1338,technology
1338,mindfulness
1339,TEDx
1339,entrepreneur
1339,global issues
1339,poverty
1339,women
1339,women in business
1341,TEDx
1341,business
1341,consumerism
